"","Object.Number","Is.Highlight","Is.Public.Domain","Object.ID","Department","Object.Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist.Role","Artist.Prefix","Artist.Display.Name","Artist.Display.Bio","Artist.Suffix","Artist.Alpha.Sort","Artist.Nationality","Artist.Begin.Date","Artist.End.Date","Object.Date","Object.Begin.Date","Object.End.Date","Medium","Dimensions","Credit.Line","Geography.Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights.and.Reproduction","Link.Resource","Metadata.Date","Repository"
"432387","Burdick 216, N203.380","False","False",716769,"Drawings and Prints","Photograph","Miss Willet, from the Actresses series (N203) issued by Wm. S. Kimball & Co.","","","","","","Publisher","Issued by","William S. Kimball & Company","","","William S. Kimball & Company","","","","1889",1889,1889,"Commercial color lithograph","Sheet: 2 5/8 × 1 3/8 in. (6.6 × 3.5 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Ephemera|Photographs","","http://www.metmuseum.org/art/collection/search/716769","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"13307","1992.136.2","False","True",14453,"American Paintings and Sculpture","Drawing","The Fable of the Miller, His Son and the Donkey  No. 2","","","","","","Artist","","Elihu Vedder","American, New York 1836–1923 Rome","","Vedder, Elihu","American","1836      ","1923      ","1860–61",1860,1860,"Graphite on paper","3 5/16 x 5 7/8 in. (8.4 x 14.9 cm)","Purchase, Gifts in memory of Stephen D. Rubin, 1992","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/14453","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"185594","2005.100.382 (4a, b)","False","True",287894,"Photographs","Photograph","The Observatory; Thereza Llewelyn","","","","","","Artist|Artist","","Miss Bush|John Dillwyn Llewelyn","British, active 19th century|British, Swansea, Wales 1810–1882 Swansea, Wales","","Bush Miss|Llewelyn, John Dillwyn","British|British, Welsh","1810      ","1882      ","1853–56",1853,1856,"Salted paper print","Image: 9.8 × 15.6 cm (9.8 × 15.6 cm) (a)
Image: 12.8 × 10.6 cm (5 1/16 × 4 3/16 in.) (b)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/287894","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"65887","SL.14.2013.3.5","False","False",78291,"Asian Art","","","China","","","","","Artist","","Huang Yan","Chinese, born 1966","","Huang Yan","Chinese","1966      ","9999      ","1999",1999,1999,"Chromogenic print","Image: 20 × 24 in. (50.8 × 61 cm)","Lent by a private collection, New York","","","","","","","","","","","","Photographs","© Huang Yan","http://www.metmuseum.org/art/collection/search/78291","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"232018","62.600.618","False","True",357861,"Drawings and Prints","Drawing","Design for a Mantelpiece","","","","","","Artist|Designer","","Anonymous, French, 19th century|A. Damon & Co","London and Paris","","Anonymous, French, 19th century|Damon, A. & Co","French|British French","1800      |1850      ","1900      |1920      ","ca. 1900",1895,1905,"Graphite","4 7/8 x 6 1/16 in. (12.4 x 15.4 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962","","","","","","","","","","","","Drawings|Ornament & Architecture","","http://www.metmuseum.org/art/collection/search/357861","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"322898","1975.1.146","True","True",459088,"Robert Lehman Collection","Painting","Saint Jerome as Scholar","","","","","","Artist","","El Greco (Domenikos Theotokopoulos)","Greek, Iráklion (Candia) 1540/41–1614 Toledo","","Greco, El (Domenikos Theotokopoulos)","Greek","1540      ","1614      ","ca. 1610",1600,1614,"Oil on canvas","42 1/2 x 35 1/16 in. (108 x 89 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/459088","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"392884","26.99.1(42)","False","True",642902,"Drawings and Prints","Print","Korah Swallowed Up (Dalziels' Bible Gallery)","","","","","","Printer|Publisher|Engraver|Artist","After","Camden Press|Scribner and Welford|Dalziel Brothers|Frederick Richard Pickersgill","British, London|New York, NY|British, active 1839–1893|British, London 1820–1900 Yarmouth, Isle of Wight","","Camden Press|Scribner and Welford|Dalziel Brothers|Pickersgill, Frederick Richard","British|American|British|British","1857      |1800      |1839      |1820      ","1893      |1899      |1893      |1900      ","1865–81",1865,1881,"Wood engraving on India paper, mounted on thin card","Image: 8 9/16 × 7 1/16 in. (21.8 × 18 cm)
India sheet: 10 11/16 in. × 9 in. (27.1 × 22.9 cm)
Mount: 16 7/16 in. × 12 15/16 in. (41.8 × 32.8 cm)","Anonymous Gift, 1926","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/642902","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"163607","1985.1080.7","False","False",264326,"Photographs","Photograph","[Copy Print Enlargement of a Portrait of a Girl, c. 1850s]","","","","","","Artist","","Unknown","","","Unknown","","","","1950s–80s",1950,1989,"Gelatin silver print","40.2 x 25.1 cm. (15  13/16  x 9  7/8  in.)","Museum Accession, 1985","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/264326","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"327655","17.193.55","False","True",465774,"Medieval Art","Blade","Dagger Blade","Frankish","","","","","","","","","","","","","","500–600",500,600,"Iron","Overall: 6 1/8 x 1 x 3/8 in. (15.5 x 2.6 x 1 cm)","Gift of J. Pierpont Morgan, 1917","Made in","Niederbreisig","","","Germany","","","","","","","Metalwork-Iron","","http://www.metmuseum.org/art/collection/search/465774","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"437204","21.2.2bb.2","False","False",727036,"Egyptian Art","Inlays, shrine elements","Inlay elements from shrine: box of inlays with feather pattern","","Late Period–Ptolemaic Period","","","","","","","","","","","","","380–30 B.C.",-380,-30,"Glass","","Rogers Fund, 1921","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/727036","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"255810","33.23(12)","False","False",382610,"Drawings and Prints","Book","Suite du Recueil de Planches, sur les Sciences, Les Arts Libéraux, et Les Arts Méchaniques, avec leur explication","","","","","","Editor|Editor|Engraver|Publisher|Publisher|Publisher|Artist|Artist|Etcher|Engraver|Illustrator|Artist|Publisher","Edited by|Edited by|Engraved by|Published by|Published by|Published by|After|After|Etched by|Engraved by|Illustrated by|After|Published by","Denis Diderot|Jean Le Rond d' Alembert|Robert Bénard|Panckoucke|Stoupe|Brunet|Annibale Carracci|Charles de Wailly|Louis Jean Desprez|Richomme|J. Dreppe|Raphael (Raffaello Sanzio or Santi)|Marc-Michel Rey","French, 1713–1784|French, 1717–1783|French, Paris 1734–after 1777|French, active 18th century|Italian, Bologna 1560–1609 Rome|French, Paris 1730–1798 Paris|French, Auxerre 1743–1804 Stockholm|French|French|Italian, Urbino 1483–1520 Rome|active 18th century",", Paris|, Paris|, Paris","Diderot, Denis|Alembert, Jean Le Rond d'|Bénard, Robert|Panckoucke|Stoupe|Brunet|Carracci, Annibale|Wailly, Charles de|Desprez, Louis Jean|Richomme|Dreppe, J.|Raphael (Raffaello Sanzio or Santi)|Rey, Marc-Michel","French|French|French|French|French|French|Italian|French|French|French|French|Italian","1713      |1717      |1734      |1700      |1560      |1730      |1743      |1483      |0018      ","1784      |1783      |1777      |1800      |1609      |1798      |1804      |1520      |0018      ","1777",1777,1777,"Engraving, etching","Overall: 15 13/16 x 10 9/16 x 2 5/16 in. (40.2 x 26.8 x 5.8 cm)","Harris Brisbane Dick Fund, 1933","","Amsterdam|Paris","","","","","","","","","","Books","","http://www.metmuseum.org/art/collection/search/382610","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"134488","36.90.1448","False","True",224531,"European Sculpture and Decorative Arts","Piece","Piece","Italian","","","","","","","","","","","","","","16th–17th century",1500,1699,"Silk and metal thread","L. 5 x W. 4 1/4 inches (12.7 x 10.8 cm)","Gift of The United Piece Dye Works, 1936","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/224531","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"303079","65.713.43","False","False",431089,"Drawings and Prints","Drawing","Sketch for Lithograph ""Las Yaguas"" 1956","","","","","","Artist","","Emilio Sanchez","American, born Cuba 1921–1999","","Sanchez, Emilio","American","1921      ","1999      ","1956",1956,1956,"Graphite","Sheet: 18 1/8 × 14 15/16 in. (46 × 38 cm)","Gift of Emilio Sanchez, 1965
","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/431089","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"377525","31.3.116o","False","False",573724,"Egyptian Art","Braided straw on stick","Braided straw on stick","","First Persian Period–Late Period","Dynasty 27–30","","","","","","","","","","","","525–332 B.C.",-525,-332,"Straw, wood","L.  2 cm (13/16 in.)
to
L. 7 cm (2 3/4 in.)","Rogers Fund, 1931","From","","","","Egypt","Upper Egypt, Thebes","Asasif","Tomb MMA 825","","MMA excavations, 1929–30","","","","http://www.metmuseum.org/art/collection/search/573724","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"262773","62.635.94","False","False",389717,"Drawings and Prints","Print","Peter, from The Twelve Apostles","","","","","","Artist","","Sebald Beham","German, Nuremberg 1500–1550 Frankfurt","","Beham, Sebald","German","1500      ","1550      ","1545",1545,1545,"Engraving","sheet: 2 1/8 x 1 1/2 in. (5.4 x 3.8 cm)","Gift of Harry G. Friedman, 1962","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/389717","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"196385","1979.206.1772","False","False",313986,"Arts of Africa, Oceania, and the Americas","Bowl","Bowl","Solomon Islander","","","","","","","","","","","","","","late 19th–early 20th century",1800,2000,"Wood","H. 8 1/2 x W. 15 1/2 x D. 7 in. (21.6 x 39.4 x 17.8 cm)","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","","","","","Solomon Islands","Eastern region (?)","","","","","","Wood-Containers","","http://www.metmuseum.org/art/collection/search/313986","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"137015","48.187.705","False","True",227399,"European Sculpture and Decorative Arts","Piece","Piece","French","","","","","","","","","","","","","","mid-18th century",1730,1765,"Silk and metal thread","L. 58 x W. 52 inches (147.3 x 132.1 cm)","Bequest of Catherine D. Wentworth, 1948","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/227399","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"204566","49.112.3","False","True",324083,"Ancient Near Eastern Art","Fibula","Fibula","Iran","Iron Age III","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Bronze","1.97 in. (5 cm)","Rogers Fund, 1949","","","","","","Western Asia","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/324083","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"234283","1984.1203.5","False","False",360184,"Drawings and Prints","Print","The Kiss","","","","","","Artist","","Edvard Munch","Norwegian, Løten 1863–1944 Ekely","","Munch, Edvard","Norwegian","1863      ","1944      ","1895",1895,1895,"Etching, drypoint, open bite and burnishing; printed in brown ink","plate: 13 3/8 x 10 5/8 inches (34 x 27 cm)","Bequest of Scofield Thayer, 1982","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/360184","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"11930","1993.527","False","True",12955,"American Paintings and Sculpture","Drawing","The Spring","","","","","","Artist","","William Trost Richards","American, Philadelphia, Pennsylvania 1833–1905 Newport, Rhode Island","","Richards, William Trost","American","1833      ","1905      ","1863",1863,1863,"Graphite on green wove paper","8 3/8 x 6 1/4 in. (21.3 x 15.9 cm)","Maria DeWitt Jesup Fund, 1993","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/12955","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"375087","30.8.1030","False","False",569643,"Egyptian Art","Scarab","Scarab","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.",-1295,-1295,"Faience","","Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915","From","","","","Egypt","","","","","","","|","","http://www.metmuseum.org/art/collection/search/569643","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"435695","Burdick 218, N224.420","False","False",725197,"Drawings and Prints","Print","Officer of Zouaves, France, from the Military Series (N224) issued by Kinney Tobacco Company to promote Sweet Caporal Cigarettes","","","","","","Publisher","Issued by","Kinney Brothers","American","","Kinney Brothers","","","","1888",1888,1888,"Commercial color lithograph","Sheet: 2 3/4 × 1 1/2 in. (7 × 3.8 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/725197","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"218537","1991.1335.19","False","True",344182,"Drawings and Prints","Drawing","Design for a Sepulchral Monument Divided in Two Parts with Bas Relief Surmounted by Statues and Foliate Decoration Below.","","","","","","Artist","","Guiseppe Colignon (Collignon)","Italian, Castelnuovo Berardenga, Siena 1778–1863 Florence","","Colignon, (Collignon) Guiseppe","Italian","1778      ","1863      ","1826",1826,1826,"Pen and brown ink, brush with gray and brown wash, over traces of graphite","sheet: 13 5/16 x 9 9/16 in. (33.8 x 24.3 cm)","Gift of Dr. Bruce Grynbaum in memory of his parents Gertrude and Maurycy Grynbaum, 1991","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/344182","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"241388","2005.96.5","False","False",367683,"Drawings and Prints","Print","Lauenberg Calendar of 1780 (copies with French text)","","","","","","Artist","After","Daniel Nikolaus Chodowiecki","German, Danzig 1726–1801 Berlin","","Chodowiecki, Daniel Nikolaus","German","1726      ","1801      ","n.d.",1740,1801,"Print","","Gift of Lev Tsitrin, 2005","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/367683","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"68043","1998.501.1","False","False",80903,"Costume Institute","Evening dress","Evening dress","American","","","","","Designer","","Adolfo","American, born Cuba, 1933","","Adolfo","American","1933-02-15","2033      ","ca. 1966",1961,1971,"synthetic, gold metallic thread, rhinestones
","","Gift of Elizabeth Bixon, 1998","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/80903","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"339314","1988.31.22","False","False",485102,"Modern and Contemporary Art","Drinking glass","Drinking Glass (Model No. 1719)","","","","","","Designer|Manufacturer","","Kaj Franck|Nuutajärvi-Notsjö Glass","Finnish, Vyborg 1911–1989 Santorini, Greece|Finnish","","Franck, Kaj|NUUTAJARVI-NOTSJO","Finnish|Finnish","1911      ","1989      ","1958",1958,1958,"Glass","H. 4, Diam. 3-1/2 inches
(10.2 x 8.9 cm.)
","Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble, 1988","","","","","","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/485102","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"337214","1983.607.41","False","False",482903,"Modern and Contemporary Art","Drawing","Untitled","","","","","","Artist","","Abraham Walkowitz","American (born Russia), Tyumen 1878–1965 Brooklyn, New York","","Walkowitz, Abraham","American, born Russia","1878      ","1965      ","ca. 1916",1916,1916,"Graphite on paper","H. 12-3/8, W. 8 inches
(31.4 x 20.3 cm.)
","Gift of Mr. and Mrs. Meyer Schapiro, 1983","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/482903","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"247959","43.33.723","False","False",374439,"Drawings and Prints","Print","Memorial Day","","","","","","Artist|Publisher","Published by","Alexander King|WPA","American, 1900–1965","","King, Alexander|WPA","American","1900      ","1965      ","1935–43",1935,1943,"Lithograph","image: 17 x 13 1/2 in. (43.2 x 34.3 cm) sheet: 22 x 16 in. (55.9 x 40.6 cm)","Gift of the Work Projects Administration, New York, 1943","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/374439","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"90746","2008.190.192","False","False",141639,"Costume Institute","Ring","Ring","Chinese","","","","","","","","","","","","","","probably 19th century",1775,1925,"glass","","Gift of Muriel Kallis Newman, 2008","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/141639","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"305513","63.350.246.212.93","False","False",433595,"Drawings and Prints","Baseball card, print","Lively, Oakland, Pacific Coast League, from the ""Obak Baseball Players"" set (T212), issued by the American Tobacco Company to promote Obak Mouthpiece Cigarettes","","","","","","Publisher","Issued by the California branch of the","American Tobacco Company","","","American Tobacco Company","","","","1910",1910,1910,"Commercial color lithograph","Sheet: 2 5/8 × 1 1/2 in. (6.7 × 3.8 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/433595","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"426579","2005.100.588.3.76","False","False",706670,"Photographs","Photograph; Carte-de-visite","Rosalie Léon","","","","","","Artist","","André-Adolphe-Eugène Disdéri","French, Paris 1819–1889 Paris","","Disdéri, André-Adolphe-Eugène","","1819      ","1889      ","1866",1866,1866,"Albumen silver print from glass negative","Image: 7 1/2 × 5 1/16 in. (19 × 12.8 cm)
Album page: 10 3/8 × 13 3/4 in. (26.3 × 35 cm)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/706670","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"332599","12.180.328","False","True",474700,"Medieval Art","Fragment","Papyri Fragments of a Letter to Andreas","Coptic","","","","","","","","","","","","","","7th century",600,700,"Papyrus and ink","Overall: 3 9/16 x 4 5/16 in. (9 x 11 cm)
Framed: 4 1/8 x 5 1/4 in. (10.4 x 13.4 cm)","Rogers Fund, 1912","Made in","","","","Byzantine Egypt","","","","","","","Papyrus","","http://www.metmuseum.org/art/collection/search/474700","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"240532","41.100.484","False","False",366806,"Drawings and Prints","Book ; Ornament and architecture","Gulielmi Philandri Castilioni Galli Civis Ro. in Decem libros M. Vitruvii Pollionis De Architectura Annotationes","","","","","","Author|Author|Publisher","Commentary by","Guillaume Philander|Marcus Pollio Vitruvius|Giovanni Andrea Dossena","French, 1505–1565|Roman, active late 1st century B.C.",", Rome","Guillaume Philander|Vitruvius, Marcus|Dossena, Giovanni Andrea","French|Italian|Italian","1505      |-0100     ","1565      |0001      ","1544",1544,1544,"Printed book with woodcut illustrations","6 3/16 x 4 1/4 x 1 7/16 in. (15.7 x 10.8 x 3.6 cm)","Bequest of W. Gedney Beatty, 1941","","Rome","","","","","","","","","","Books|Ornament & Architecture","","http://www.metmuseum.org/art/collection/search/366806","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"108166","20.123.5","False","True",194615,"European Sculpture and Decorative Arts","Knocker","Knocker","Spanish, Catalonia","","","","","","","","","","","","","","17th century",1600,1699,"Wrought iron","L. 17 3/4 in. (45.1 cm)","Rogers Fund, 1920","","","","","","","","","","","","Metalwork-Iron","","http://www.metmuseum.org/art/collection/search/194615","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"418422","31.40.66","False","False",688789,"Drawings and Prints","Print","Wall Street","","","","","","Artist","","Charles Frederick Mielatz","American (born Germany), Breddin 1864–1919 New York","","Mielatz, Charles Frederick","American, born Germany","1864      ","1919      ","1885–1919",1885,1919,"Etching","Plate: 13 1/8 × 9 5/16 in. (33.3 × 23.7 cm)
Sheet: 18 1/4 × 13 5/8 in. (46.4 × 34.6 cm)","Purchase, Robert B. Dodson Fund, 1931","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/688789","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"434380","Burdick 315, E225.49","False","False",720426,"Drawings and Prints","Print","Whip-Poor-Will, from the Bird Card series (E225, Type 2) for the Sen-Sen Chiclet Company","","","","","","Publisher","Issued by","Sen-Sen Chiclet Company","","","Sen-Sen Chiclet Company","","","","1930",1930,1930,"Commercial color lithograph","Sheet: 1 1/4 × 3 1/16 in. (3.2 × 7.8 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/720426","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"434880","49.95.2231","False","False",722442,"Drawings and Prints","Print","Portrait of Joannes Matthaeus from Wackenfels","","","","","","Publisher|Artist","","Marcus Sadeler|Aegidius Sadeler II","German, Munich before 1614–in or after 1650|Netherlandish, Antwerp 1568–1629 Prague","","Sadeler, Marcus|Sadeler, Aegidius, II","","1590      |1568      ","1660      |1629      ","1614",1614,1614,"Engraving","Sheet: 9 3/4 × 6 3/4 in. (24.8 × 17.2 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/722442","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"342936","60.2.1,2","False","False",489118,"Modern and Contemporary Art","Medal","GOD MADE THE BEAST","","","","","","Designer","","Katharine Lane Weems","American, Boston 1899–1989 Manchester, Massachusetts","","Weems, Katharine Lane","American","1899      ","1989      ","1959",1959,1959,"Bronze","Diam. 2-13/16 inches
(7.1 cm.)
","Gift of the Society of Medalists, 1960","","","","","","","","","","","","Medals and Plaquettes","","http://www.metmuseum.org/art/collection/search/489118","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"351625","89.4.2322","False","False",504701,"Musical Instruments","Huagu","Huagu","Chinese","","","","","","","","","","","","","","19th century",1800,1899,"wood, hide, paper, metal","D. 6.4 x Diam. 21cm (2 1/2 x 8 1/4in.)","The Crosby Brown Collection of Musical Instruments, 1889","","","","","China","","","","","","","Membranophone-double-headed / frame drum","","http://www.metmuseum.org/art/collection/search/504701","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"309205","67.187.99","False","True",437533,"European Paintings","Painting","Study of Two Heads","","","","","","Artist","","Peter Paul Rubens","Flemish, Siegen 1577–1640 Antwerp","","Rubens, Peter Paul","Flemish","1577      ","1640      ","ca. 1609",1604,1614,"Oil on wood","27 1/2 x 20 1/2 in. (69.9 x 52.1 cm)","Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/437533","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"346937","1979.292.639","False","False",496948,"Modern and Contemporary Art","Drawing","Untitled (female nude studies)","","","","","","Artist","","Reginald Marsh","American, Paris 1898–1954 Dorset, Vermont","","Marsh, Reginald","American","1898      ","1954      ","ca. 1938",1933,1943,"Pen and india ink on paper","8 15/16 x 12 in. (22.7 x 30.5 cm)","Bequest of Felicia Meyer Marsh, 1979","","","","","","","","","","","","Drawings","© 2017 Artists Rights Society (ARS), New York","http://www.metmuseum.org/art/collection/search/496948","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"277097","51.584.27","False","False",404503,"Drawings and Prints","Drawing","Railroad Station (Elevation and Plan)","","","","","","Artist","","Luther Briggs Jr.","American, 1822–1905 Dorchester, Massachussetts","","Briggs, Luther, Jr.","American","1822      ","1905      ","19th century",1842,1905,"Pen, ink, and wash","sheet: 15 1/4 x 10 3/4 in. (38.7 x 27.3 cm)","Anonymous Gift, 1951","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/404503","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"135103","36.90.2071","False","False",225151,"European Sculpture and Decorative Arts","Piece","Piece","European","","","","","","","","","","","","","","19th century (?)",1800,1899,"Metal thread, bobbin lace","L. 11 1/2 x W. 1 1/2 inches (29.2 x 3.8 cm)","Gift of The United Piece Dye Works, 1936","","","","","","","","","","","","Textiles-Laces","","http://www.metmuseum.org/art/collection/search/225151","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"18493","28.100.7","False","True",23044,"Arms and Armor","Wheellock gun","Wheellock Gun Made for the Bodyguard of the Prince-Elector of Saxony","German, Dresden","","","","","","","","","","","","","","dated 1589",1589,1589,"Steel, brass, gold, wood (walnut), staghorn","L. 54 in. (137.2 cm);  L. of barrel 40 1/2 in. (102.9 cm); L. of plug 1 1/2 in. (3.8 cm) Cal. .64 in. (16.3 mm); Wt. 11 lb. 11 oz. (5301 g)","Gift of Prince Albrecht Radziwill, 1928","","Dresden","","","","","","","","","","Firearms-Guns-Wheellock","","http://www.metmuseum.org/art/collection/search/23044","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"374189","10.130.1218","False","False",568735,"Egyptian Art","Bowl","Bowl","","Early Dynastic Period","","","","","","","","","","","","","ca. 2960–2649 B.C.",-2960,-2649,"Stone","","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/568735","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"370609","17.10.27","False","False",563021,"Egyptian Art","Jar Label, wine, irp","Wine Jar Label","","New Kingdom","Dynasty 18","reign of Amenhotep III","","","","","","","","","","","ca. 1390–1352 B.C.",-1390,-1390,"Pottery and ink, paint","","Rogers Fund, 1917","From","","","","Egypt","Upper Egypt, Thebes","Malqata","","","MMA excavations, 1916–17","","","","http://www.metmuseum.org/art/collection/search/563021","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"261973","1985.1105","False","False",388911,"Drawings and Prints","Print","Charlotte's Gaze","","","","","","Artist|Printer","Printed by David Keister and David Calkins at","Dennis Kardon|Echo Press","American, born 1950|Bloomington, Indiana","","Kardon, Dennis|Echo Press","American|American","1950      |1950      ","2050      |2000      ","1985",1985,1985,"Color lithograph and woodcut","sheet: 24 3/4 x 27 in. (62.9 x 68.6 cm)","John B. Turner Fund, 1985","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/388911","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"41581","23.15.4","False","True",48424,"Asian Art","Jar","","China","Song dynasty (960–1279) (?)","","","","","","","","","","","","","",960,1279,"Pottery","H. 5 in. (12.7 cm); W. 2 3/4 in. (7 cm)","Rogers Fund, 1923","","","","","","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/48424","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"203332","32.150.231","False","True",322800,"Ancient Near Eastern Art","Goblet","Goblet","Sasanian","Sasanian","","","","","","","","","","","","","ca. 3rd–7th century A.D.",200,699,"Glass","1.37 in. (3.48 cm)","Rogers Fund, 1932","","","","","","Mesopotamia","Ctesiphon","","","","","Glass-Vessels","","http://www.metmuseum.org/art/collection/search/322800","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
